Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class
konanakunte b-62,Residential,Morning,Low,No,No,Outer,Low,Unsafe
gopipura b-62,Residential,Evening,Low,No,No,Outer,Low,Unsafe
muneswar nagar uttarahalli b-61,Residential,Night,Low,No,No,Outer,Low,Unsafe
shashidar lecture uttarahalli,Residential,Evening,Low,No,No,Outer,Low,Unsafe
martha hospital road shivganga layout uttarahalli b-61,Residential,Night,Low,No,No,Outer,Low,Unsafe
ags layout b-61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
7th cross martha hospital uttarahalli b-61,Residential,Night,Low,No,No,Outer,Low,Unsafe
rammandir tepmple harinagar anjanapura post,Residential,Night,Low,No,No,Outer,Low,Unsafe
no briged milleyaim school 7th stage jp nagar bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near marmma temple chikkallasandra bengaluru -61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
no sent golbal school chunchangta main chunchangta bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ganesha mandir road yadallam nagar subramanayapura post b-61,Residential,Evening,Low,No,No,Outer,Low,Unsafe
uttarahalli b-61,Residential,Evening,Low,No,No,Outer,Low,Unsafe
vasanthapura subramanayapura b-61,Residential,Morning,Low,No,No,Outer,Low,Unsafe
surbi nagar jp nagar 8th stage bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
1st a block rayal laik jambusavari dinne bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
b-61,Residential,Evening,Low,No,No,Outer,Low,Unsafe
apayaswamy layout uttarahalli b-61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ganpipura b-62,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ramanjayanagar chikkallasandra b-61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
balaji nagar bihand royal mart b-61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near shanivash takish chikkagowdanpalya b-61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
kadamba circal vasanthapura subramanayapurta post arehalli b-61,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no uttarahalli circal uttarahalli subranayapura b-61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
vasanthapura b-61,Residential,Morning,Low,No,No,Outer,Low,Unsafe
hanumgiri nagar chikkallasandra b-61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
yadallam nagar b-61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
no near bande mariyamma temple vasanthapurab-61,Residential,Evening,Low,No,No,Outer,Low,Unsafe
sai nagar arehalli b-61,Residential,Night,Low,No,No,Outer,Low,Unsafe
sbi bank bihnad chikkallasandra b-61,Residential,Evening,Low,No,No,Outer,Low,Unsafe
naidu layout chikkallasandra b-61,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinivash coloney uttarahalli b-61,Residential,Evening,Low,No,No,Outer,Low,Unsafe
dodakaladandra b-61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near hsbc layout appo nps school 3rd gett happy vaili uttarahalli -61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
udaynagar subramanayapura post b-61,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
b. 61.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
raghaveendra swamy tempal road. bengalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
uttarahalli.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
chikkalasandra. bengalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
no287 sanimahma temple near vasantapura bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
no nill kariyappa bilnding mhas hospetal road uttarahalli bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
no 15a 7th main 4th cross mhas hospetal main road uttarahalli bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
no nill kamal rent house leadas school bag garments 1st cross balaji layout bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bagalore.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengalore..,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore..,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
talaghtapura bangalore.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangaloree.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
anjanapura bangalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
anjanapura bangalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalour.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengalour.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
konanakuntebangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore-83,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
narayan nagar bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
doddakallsandra bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
bg road bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
gottigerebangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
jp nagr 8th stage bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
chunchaghta main road bangalore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
konanakunte bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
shreenidhi layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Morning,Low,No,No,Outer,Low,Unsafe
"bengaluru
city",Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Evening,Low,No,No,Outer,Low,Unsafe
no-.40 11th main chandra nagar k s layout bangalore- 78,Residential,Evening,Low,No,No,Outer,Low,Unsafe
near dayananda college near sarakki road k s layout,Residential,Evening,Low,No,No,Outer,Low,Unsafe
k s layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ramakrishna nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
minaj nagar bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
50feet road k s layout,Residential,Evening,Low,No,No,Outer,Low,Unsafe
main road,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru,Residential,Evening,Low,No,No,Outer,Low,Unsafe
banashankari,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
banglore-78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
banglore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
banglore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
banglore,Residential,Night,Low,No,No,Outer,Low,Unsafe
ks layout,Residential,Evening,Low,No,No,Outer,Low,Unsafe
iliyaz nagar.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ks layout,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
y v annayya road marappa gurden yellachenhalli bangalore -78,Residential,Night,Low,No,No,Outer,Low,Unsafe
shin allika aporment yellachanahalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
j p nagar post bangalore -78,Residential,Night,Low,No,No,Outer,Low,Unsafe
bda layout vittal nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
7th cross naidu layout vasanthpur layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bendre nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd cross shrama road kashi nagar yellachenhalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near venkeshvar temple yellechenhalli bangalore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
rajyothstav nagar k s layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
15th cross bendre nagar banashankari bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ks layout,Residential,Morning,Low,No,No,Outer,Low,Unsafe
foot bh petril bunk k slayout 1st stage,Residential,Evening,Low,No,No,Outer,Low,Unsafe
ks layout,Residential,Night,Low,No,No,Outer,Low,Unsafe
ks layout 1st stage,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
umarbag layout,Residential,Evening,Low,No,No,Outer,Low,Unsafe
ilia0,Residential,Morning,Low,No,No,Outer,Low,Unsafe
banglore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b-70,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bagnlore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bsk,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near delhi public yalacehna halli,Residential,Evening,Low,No,No,Outer,Low,Unsafe
jp nagar,Residential,Morning,Low,No,No,Outer,Low,Unsafe
metro cash and carry near yalachena halli,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
praghi pura bsk 2nd stage,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jp nagar,Residential,Evening,Low,No,No,Outer,Low,Unsafe
560085,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560085,Residential,Night,Low,No,No,Outer,Low,Unsafe
560085,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560050,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560085,Residential,Evening,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560050,Residential,Evening,Low,No,No,Outer,Low,Unsafe
ban-18,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ban-18,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ban-19,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ban-18,Residential,Night,Low,No,No,Outer,Low,Unsafe
kg nagarm bangalore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
kg nagar bangalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
ban-18,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bangalore-19,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b'lore-04,Residential,Night,Low,No,No,Outer,Low,Unsafe
b'lore-04,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru-560050,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru -560050,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru-560019,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru-560050,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru-560050,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengaluru-560050,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru-560019,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengaluru-560019,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru-560028,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru- 560050,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru- 560050,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bengaluru-560019,Residential,Night,Low,No,No,Outer,Low,Unsafe
bengaluru-560085,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bangalore-85.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore-85.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore-85.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore-85,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bngalore-85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bngalore-85,Residential,Night,Low,No,No,Outer,Low,Unsafe
banglore-85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore-85,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore-85,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jayanagar,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
3rd block jayangara,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
kanakapura main road,Residential,Evening,Low,No,No,Outer,Low,Unsafe
karnaka-560078,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru,Residential,Evening,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
1st main byrasandra muslim colony jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Unsafe
10th cross someshwaranagar jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ragi gudda jp nagara banglore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no 3rd cross rama mandia road bihinda vinayaka takis harinagara banglore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
no 20. saptagiri residency krv layout jb nagara 8th stage banglore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
no 70.4t cross pnb layout konanakunte banglore,Residential,Night,Low,No,No,Outer,Low,Unsafe
no 152.sangeeth bilding g floore canar bank colony chikkalsandra banglore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
no 39.anajineya temple near krishanppa layout banglore,Residential,Night,Low,No,No,Outer,Low,Unsafe
near drvi school prashantji nagara kumarswamy layout banglore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bips school road manjunh nagara gowdanpally banglore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
yalachanahalli banglore,Residential,Night,Low,No,No,Outer,Low,Unsafe
fl no 202 sri lakshmi sai resideny maruthi layout s b pura banglore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
ramanagara dist,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengalore.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bda lyt.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
9 th phase anjanapura.,Residential,Evening,Low,No,No,Outer,Low,Unsafe
brigade milenium road bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kanakapura main road bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jp nagar 7th stage bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560078,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
kashi nagar yallachenahalli bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
tumakuru district,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bangaluru,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bangalur,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
f kanaka nagara k. s.layout bangaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ban-04,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
kg nagar bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore-18,Residential,Evening,Low,No,No,Outer,Low,Unsafe
gadag-582101,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore rural dist.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Safe
unknown,Residential,Afternoon,Low,No,No,Outer,Low,Safe
bengaluru city,Residential,Night,Low,No,No,Outer,Low,Safe
unknown,Residential,Night,Low,No,No,Outer,Low,Safe
unknown,Residential,Morning,Low,No,No,Outer,Low,Safe
"bengaluru
city",Residential,Morning,Low,No,No,Outer,Low,Safe
bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Safe
bengaluru,Residential,Morning,Low,No,No,Outer,Low,Safe
unknown,Residential,Morning,Low,No,No,Outer,Low,Safe
bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Safe
bengaluru city,Residential,Night,Low,No,No,Outer,Low,Safe
jayanagar 4th block bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Safe
unknown,Residential,Afternoon,Low,No,No,Outer,Low,Safe
bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Safe
unknown,Residential,Night,Low,No,No,Outer,Low,Safe
bengaluru,Residential,Morning,Low,No,No,Outer,Low,Safe
"karnaka0.5km towards
east",Residential,Morning,Low,No,No,Outer,Low,Safe
"bengaluru
city",Residential,Night,Low,No,No,Outer,Low,Safe
bengaluru,Residential,Night,Low,No,No,Outer,Low,Safe
bengaluru cit,Residential,Afternoon,Low,No,No,Outer,Low,Safe
bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Safe
jaya,Residential,Morning,Low,No,No,Outer,Low,Safe
bengaluru cit,Residential,Morning,Low,No,No,Outer,Low,Safe
bangalore.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
bangalore.,Residential,Night,Low,No,No,Outer,Low,Safe
e a t street,Residential,Evening,Low,No,No,Outer,Low,Safe
bangalore.,Residential,Evening,Low,No,No,Outer,Low,Safe
rhnavilals road,Residential,Night,Low,No,No,Outer,Low,Safe
bangalore.,Residential,Morning,Low,No,No,Outer,Low,Safe
govindappa road,Residential,Evening,Low,No,No,Outer,Low,Safe
near basavanagudi police stion,Residential,Night,Low,No,No,Outer,Low,Safe
dvg road,Residential,Afternoon,Low,No,No,Outer,Low,Safe
gandhi bazaar main road,Residential,Night,Low,No,No,Outer,Low,Safe
infront of vegetable shop & medical shop,Residential,Afternoon,Low,No,No,Outer,Low,Safe
tr nagar,Residential,Evening,Low,No,No,Outer,Low,Safe
no 31/1 10th cross 4th main 4th block t r nagar,Residential,Night,Low,No,No,Outer,Low,Safe
karnaka,Residential,Afternoon,Low,No,No,Outer,Low,Safe
karnaka-560078,Residential,Afternoon,Low,No,No,Outer,Low,Safe
karnaka-560078,Residential,Morning,Low,No,No,Outer,Low,Safe
karnaka-560076,Residential,Afternoon,Low,No,No,Outer,Low,Safe
karnaka-560078,Residential,Night,Low,No,No,Outer,Low,Safe
karnaka-560076,Residential,Morning,Low,No,No,Outer,Low,Safe
karnaka,Residential,Morning,Low,No,No,Outer,Low,Safe
karnaka,Residential,Night,Low,No,No,Outer,Low,Safe
karnaka-560074,Residential,Afternoon,Low,No,No,Outer,Low,Safe
karnaka-560069,Residential,Morning,Low,No,No,Outer,Low,Safe
unknown,Residential,Evening,Low,No,No,Outer,Low,Safe
karnaka-560070,Residential,Night,Low,No,No,Outer,Low,Safe
karnaka,Residential,Evening,Low,No,No,Outer,Low,Safe
bengaluru city,Residential,Evening,Low,No,No,Outer,Low,Safe
9th cross someshwaranagar jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near yellamma temple dayananda nagar jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near 2nd cross arekempanahalli jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
byrasandra jayanagar 1st block bengaluru,Residential,Night,Low,No,No,Outer,Low,Safe
near lucky tea stall dayananda nagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
near byrasandra masjid jayanagar1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
near murali slum lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near abubkar masjid someshwara nagar jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
2nd block jayanagar bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
dayananda nagar jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
guttepalya siddapura jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near pooja nursery lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
muslim colony jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
byrasandra 3rd cross jayanagar 1st block bengaluru,Residential,Evening,Low,No,No,Outer,Low,Safe
no 28 upkar developers jayanagar 2nd block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near s.k.school someshwaranagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
byrasandra jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
guttepalya siddapura jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
someshwara qtrs jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
7th cross hombegowda slum jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
10th c main jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near kaveramma temple byrasandra jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near byrasandra anajaneya temple jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
4th cross byrasandra jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
near silsila shop someshwaranagar jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
kanakanapalya jayanagar 2nd block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near kaveramma temple byrasandra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near lalabhagh bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near nimhans quars byrasandra jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
4th cross byrasandra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
dayananda slum someshwaranagar jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near 9th main bbmp jayanagar 2nd block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
9th main 2nd block jayanagar bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
opposite to brand factory hosur road bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
10th b main jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near ayyappa temple j.c.colony lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near ashoka pillar jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near hombegowda slum jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
someshwaranagar jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
dayananda nagar jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near indian residendcy someshwaranagar jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
das compound jayanagar2nd block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near someshwara temple lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
10th main jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
dayananda slum jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
arekempanahali siddapura jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
1st main byrasandra jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
k.m.colony jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
4th main byrasnadra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near yellamma temple dayananda slum jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
no 29 j.c. colony lalbhagh siddapura jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
type -1 block -4 near nimhans qtrs byrasnadra jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near yellamma temple dayananda nagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
2nd block jayanagar bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
k.m.colony jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near ganesha temple someshwaranagar jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
siddapur ge jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
near petrol bunk r.v.road jayanagar 2nd block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
2nd cross bhovi colony 1st block jayanagar bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
7th cross someshwaranagar jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
near basavaraj bakery guttepalya jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
no 1014 dayananda slum jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
dayananda slum jayanagar 1st block bengaluru.,Residential,Afternoon,Low,No,No,Outer,Low,Safe
kaveramma slum byrasandra jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
shariff qtrs guttepalya dayananda slum jayanagar 1st block bengaluru.,Residential,Night,Low,No,No,Outer,Low,Safe
4th cross guttepalya jayanagar 1st block bengaluru.,Residential,Morning,Low,No,No,Outer,Low,Safe
t.mariyappa road jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
10th cross arekempanahalli jayanagar 1st block bengaluru.,Residential,Evening,Low,No,No,Outer,Low,Safe
